epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,817.405,1.15337,0.77389,1.52006,0.81699,0.82697,0.8412,0.4586,1.62073,0.8581,2.03076,0.0092971,0.0092971,0.0092971
73,828.829,1.15416,0.78116,1.53458,0.81368,0.83931,0.84977,0.47297,1.56062,0.8488,1.95094,0.0092872,0.0092872,0.0092872
74,839.914,1.14011,0.753,1.5226,0.80056,0.82581,0.83795,0.46877,1.60835,0.84744,2.00422,0.0092773,0.0092773,0.0092773
75,851.072,1.14072,0.75432,1.50969,0.81133,0.85029,0.84496,0.47824,1.53263,0.82685,1.92271,0.0092674,0.0092674,0.0092674
76,862.235,1.1458,0.75411,1.51362,0.81815,0.83855,0.84221,0.48229,1.53544,0.78786,1.94691,0.0092575,0.0092575,0.0092575
77,873.353,1.14644,0.7433,1.52329,0.79364,0.84363,0.8336,0.47154,1.55781,0.8282,1.9402,0.0092476,0.0092476,0.0092476
78,884.551,1.12533,0.74377,1.50021,0.79844,0.83526,0.82688,0.4681,1.55872,0.82394,1.96759,0.0092377,0.0092377,0.0092377
79,895.817,1.13978,0.75252,1.5111,0.82935,0.83684,0.83628,0.4763,1.56281,0.80336,1.98317,0.0092278,0.0092278,0.0092278
80,906.81,1.11784,0.73494,1.49014,0.80122,0.82655,0.82886,0.48459,1.51277,0.80046,1.92522,0.0092179,0.0092179,0.0092179
81,918.174,1.11439,0.72347,1.48705,0.79456,0.84141,0.83618,0.48964,1.51979,0.79906,1.88982,0.009208,0.009208,0.009208
82,929.352,1.09949,0.72636,1.47664,0.83537,0.83814,0.83359,0.48785,1.53565,0.77376,1.93501,0.0091981,0.0091981,0.0091981
83,940.45,1.12967,0.74314,1.50228,0.82666,0.84684,0.84982,0.48031,1.55039,0.79059,1.95605,0.0091882,0.0091882,0.0091882
