epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,784.535,0.41118,0.48637,0.31017,1.0235,0.9989,1,0.995,0.93262,0.9989,1,0.995,0.97596,0.36677,0.34119,0.2841,1.10481,0.00174458,0.00174458,0.00174458
131,790.436,0.40423,0.41848,0.29021,1.0278,0.98577,1,0.99476,0.9453,0.98577,1,0.99476,0.98246,0.39171,0.31412,0.29347,1.16254,0.0017426,0.0017426,0.0017426
132,796.396,0.42564,0.4511,0.3244,1.03744,1,0.98556,0.99477,0.94125,1,0.98556,0.99477,0.97824,0.43076,0.33478,0.31467,1.20204,0.00174062,0.00174062,0.00174062
133,802.349,0.41158,0.41571,0.33736,1.00504,0.99889,1,0.995,0.93692,0.99889,1,0.995,0.98213,0.40778,0.31329,0.29222,1.16681,0.00173864,0.00173864,0.00173864
134,808.319,0.39436,0.42684,0.30733,0.99341,0.99983,1,0.995,0.93268,0.99983,1,0.995,0.97352,0.39134,0.38254,0.30688,1.12002,0.00173666,0.00173666,0.00173666
135,814.259,0.37859,0.43169,0.29121,0.995,0.97579,0.9881,0.98761,0.92384,0.98757,1,0.99476,0.97291,0.39164,0.37756,0.3231,1.16807,0.00173468,0.00173468,0.00173468
136,820.232,0.40141,0.47474,0.32058,0.99225,0.98823,0.99974,0.99476,0.9471,0.99775,1,0.995,0.97737,0.3767,0.34165,0.27737,1.09526,0.0017327,0.0017327,0.0017327
137,826.408,0.39861,0.42007,0.31375,1.00682,0.97431,1,0.99465,0.93462,0.97431,1,0.99465,0.97434,0.38883,0.34218,0.3236,1.13469,0.00173072,0.00173072,0.00173072
138,832.372,0.37591,0.46587,0.31233,0.98458,0.98649,1,0.99488,0.93075,0.98649,1,0.99488,0.9777,0.41772,0.3615,0.31385,1.18697,0.00172874,0.00172874,0.00172874
139,838.328,0.37364,0.41889,0.30333,0.99936,1,0.9869,0.99423,0.93986,1,0.9869,0.99477,0.98268,0.38259,0.34202,0.32518,1.1142,0.00172676,0.00172676,0.00172676
140,844.31,0.38846,0.45555,0.30898,0.99996,0.9767,0.99801,0.99358,0.91974,0.9767,0.99801,0.99358,0.9787,0.3993,0.35362,0.33655,1.16012,0.00172478,0.00172478,0.00172478
141,850.28,0.35429,0.43039,0.28905,0.97317,0.98822,0.99888,0.99476,0.93892,0.99763,1,0.995,0.9708,0.38095,0.33357,0.30111,1.13083,0.0017228,0.0017228,0.0017228
142,856.246,0.3783,0.4073,0.30313,1.00978,0.99438,0.96429,0.99194,0.90119,0.99438,0.96429,0.99194,0.98054,0.46158,0.35451,0.34981,1.27656,0.00172082,0.00172082,0.00172082
143,862.2,0.36473,0.39827,0.28122,0.96303,0.99606,1,0.995,0.91035,0.99606,1,0.995,0.96995,0.43272,0.31346,0.33194,1.18831,0.00171884,0.00171884,0.00171884
144,868.163,0.36677,0.41935,0.28499,0.99937,0.97397,1,0.99453,0.94709,0.97397,1,0.99453,0.98301,0.41787,0.30236,0.31536,1.17311,0.00171686,0.00171686,0.00171686
145,874.19,0.36361,0.37892,0.29197,0.97719,0.99771,1,0.995,0.93943,0.99771,1,0.995,0.98408,0.41714,0.30173,0.32854,1.15297,0.00171488,0.00171488,0.00171488
146,880.133,0.39008,0.43312,0.29828,1.00484,0.99899,1,0.995,0.94223,0.99899,1,0.995,0.97694,0.36353,0.34065,0.29562,1.10358,0.0017129,0.0017129,0.0017129
147,886.062,0.35246,0.38983,0.2874,0.97224,0.977,1,0.99324,0.93502,0.977,1,0.99324,0.96635,0.41657,0.37158,0.30516,1.16649,0.00171092,0.00171092,0.00171092
148,892.015,0.35101,0.37347,0.29013,0.97179,0.99891,1,0.995,0.93815,0.99891,1,0.995,0.97742,0.3562,0.37127,0.26745,1.10433,0.00170894,0.00170894,0.00170894
149,898.192,0.34718,0.3978,0.28284,0.96194,0.9991,0.9881,0.98962,0.91991,0.99843,1,0.995,0.9549,0.39952,0.45743,0.33424,1.12919,0.00170696,0.00170696,0.00170696
150,904.154,0.3521,0.38654,0.28225,0.9558,0.99956,1,0.995,0.943,0.99956,1,0.995,0.98043,0.40678,0.31387,0.32935,1.20143,0.00170498,0.00170498,0.00170498
151,910.139,0.36698,0.4149,0.28968,1.00086,1,0.99861,0.995,0.93623,1,0.99861,0.995,0.9813,0.39637,0.35798,0.30169,1.12679,0.001703,0.001703,0.001703
152,916.144,0.38499,0.3744,0.29769,1.03261,0.97523,0.9881,0.99199,0.92558,0.97523,0.9881,0.99332,0.96801,0.37878,0.33749,0.33966,1.1199,0.00170102,0.00170102,0.00170102
153,922.116,0.33501,0.38998,0.27715,0.95595,0.99813,0.9881,0.98528,0.9209,0.99813,0.9881,0.98805,0.97302,0.37944,0.30606,0.33454,1.16505,0.00169904,0.00169904,0.00169904
154,928.068,0.36864,0.36814,0.30658,0.98789,1,0.99604,0.995,0.94179,1,0.99604,0.995,0.98075,0.38485,0.32442,0.3112,1.15815,0.00169706,0.00169706,0.00169706
155,934.002,0.36617,0.41239,0.28663,0.98631,0.99626,1,0.995,0.93552,0.99626,1,0.995,0.98408,0.37178,0.33123,0.31359,1.14985,0.00169508,0.00169508,0.00169508
156,939.969,0.34676,0.32453,0.27254,0.97345,1,0.99884,0.995,0.94062,1,0.99884,0.995,0.98176,0.38409,0.32198,0.31149,1.14678,0.0016931,0.0016931,0.0016931
157,945.902,0.32601,0.372,0.26025,0.95063,0.98814,0.9923,0.99488,0.95359,0.98814,0.9923,0.99488,0.98231,0.33258,0.33403,0.2862,1.06728,0.00169112,0.00169112,0.00169112
158,951.926,0.34443,0.39337,0.26663,0.97333,0.9878,1,0.99488,0.95318,0.9878,1,0.99488,0.98051,0.34328,0.30133,0.25801,1.11332,0.00168914,0.00168914,0.00168914
159,957.865,0.33847,0.37625,0.25412,0.97441,0.99885,0.9881,0.99384,0.9473,0.99885,0.9881,0.99423,0.98193,0.32755,0.29367,0.28632,1.05735,0.00168716,0.00168716,0.00168716
160,964.041,0.32617,0.38436,0.26219,0.96702,0.99896,0.9881,0.99455,0.92425,0.99896,0.9881,0.99455,0.98261,0.37866,0.28744,0.28766,1.16032,0.00168518,0.00168518,0.00168518
161,969.95,0.35033,0.37063,0.27689,1.00098,0.99974,1,0.995,0.90542,0.99974,1,0.995,0.97999,0.4642,0.32146,0.36774,1.22218,0.0016832,0.0016832,0.0016832
162,975.846,0.35497,0.39701,0.27553,0.98284,1,0.98796,0.99477,0.928,1,0.98796,0.99477,0.98189,0.39593,0.37581,0.30436,1.15569,0.00168122,0.00168122,0.00168122
163,981.741,0.32689,0.36872,0.26828,0.94862,0.98747,1,0.99488,0.92064,0.98747,1,0.99488,0.97756,0.42457,0.4021,0.32678,1.22273,0.00167924,0.00167924,0.00167924
164,987.69,0.38052,0.42114,0.28761,0.99818,0.9875,1,0.99488,0.92886,0.9875,1,0.99488,0.96476,0.43728,0.49435,0.30058,1.29633,0.00167726,0.00167726,0.00167726
165,993.616,0.38423,0.4089,0.27301,1.01474,1,0.99764,0.995,0.93068,1,0.99764,0.995,0.98044,0.43671,0.32305,0.29815,1.27542,0.00167528,0.00167528,0.00167528
166,999.518,0.33869,0.37629,0.25995,0.94712,0.99897,1,0.995,0.94968,0.99897,1,0.995,0.97916,0.34984,0.31804,0.26693,1.08142,0.0016733,0.0016733,0.0016733
167,1005.42,0.31921,0.34755,0.25947,0.96425,0.98672,1,0.99194,0.9472,0.98672,1,0.99194,0.98273,0.33194,0.30952,0.29268,1.06061,0.00167132,0.00167132,0.00167132
168,1011.34,0.34843,0.41903,0.27353,0.97256,0.99585,1,0.995,0.94981,0.99585,1,0.995,0.97608,0.31402,0.30499,0.26931,1.03402,0.00166934,0.00166934,0.00166934
169,1017.25,0.32025,0.40263,0.26861,0.95068,0.99559,1,0.995,0.94915,0.99559,1,0.995,0.97646,0.32598,0.33231,0.25608,1.07097,0.00166736,0.00166736,0.00166736
170,1023.17,0.36064,0.45458,0.26433,0.97761,0.98555,0.9881,0.99387,0.94426,0.98555,0.9881,0.99408,0.97267,0.34707,0.37982,0.28337,1.07297,0.00166538,0.00166538,0.00166538
171,1029.29,0.37507,0.39221,0.29435,0.99972,0.98822,0.999,0.993,0.9371,0.98822,0.999,0.993,0.9765,0.37686,0.36667,0.2968,1.12694,0.0016634,0.0016634,0.0016634
172,1035.22,0.35914,0.42504,0.29041,0.98183,0.9873,1,0.99418,0.92569,0.99989,1,0.995,0.97788,0.39473,0.37402,0.33853,1.11082,0.00166142,0.00166142,0.00166142
173,1041.11,0.34735,0.37133,0.27883,0.97368,0.99899,1,0.995,0.94297,0.99899,1,0.995,0.97907,0.36604,0.31212,0.26207,1.12125,0.00165944,0.00165944,0.00165944
174,1047.01,0.36734,0.38839,0.27486,0.97014,0.99833,0.97619,0.9941,0.94059,1,0.98731,0.99433,0.98413,0.37221,0.30895,0.2855,1.17909,0.00165746,0.00165746,0.00165746
175,1053.13,0.35303,0.42546,0.28299,0.97702,0.98819,0.99622,0.99476,0.94906,0.98819,0.99622,0.99476,0.98486,0.3935,0.30057,0.26394,1.25029,0.00165548,0.00165548,0.00165548
176,1059.07,0.34966,0.38505,0.26833,0.95239,0.97501,1,0.99465,0.94687,0.97501,1,0.99465,0.98094,0.34535,0.3162,0.29067,1.10562,0.0016535,0.0016535,0.0016535
177,1065.01,0.32642,0.36384,0.26169,0.95328,0.9875,1,0.99476,0.94524,0.9875,1,0.99476,0.97716,0.38034,0.30248,0.29768,1.13905,0.00165152,0.00165152,0.00165152
178,1070.93,0.33483,0.39714,0.25745,0.94967,0.99824,1,0.995,0.93333,0.99824,1,0.995,0.98397,0.37816,0.2924,0.28287,1.15178,0.00164954,0.00164954,0.00164954
179,1076.97,0.3467,0.40336,0.26721,0.97898,0.9893,1,0.995,0.95381,0.9893,1,0.995,0.98431,0.37986,0.27953,0.29641,1.15559,0.00164756,0.00164756,0.00164756
180,1083.08,0.32665,0.3512,0.25478,0.95382,0.99902,1,0.995,0.94494,0.99902,1,0.995,0.98165,0.34272,0.27343,0.25407,1.10271,0.00164558,0.00164558,0.00164558
181,1089.25,0.34913,0.36504,0.28438,0.99868,0.99738,1,0.995,0.95135,0.99738,1,0.995,0.97901,0.35821,0.3239,0.26823,1.13355,0.0016436,0.0016436,0.0016436
182,1095.23,0.35404,0.37263,0.26294,0.97384,0.99875,1,0.995,0.95453,0.99875,1,0.995,0.98322,0.3472,0.42845,0.25396,1.1135,0.00164162,0.00164162,0.00164162
183,1101.21,0.35924,0.36164,0.2749,0.988,0.98694,1,0.99453,0.94509,0.98694,1,0.99453,0.97971,0.35413,0.37147,0.27976,1.09238,0.00163964,0.00163964,0.00163964
184,1107.19,0.33307,0.39252,0.27819,0.94464,1,0.99723,0.995,0.96078,1,0.99723,0.995,0.98298,0.32118,0.31327,0.25497,1.06214,0.00163766,0.00163766,0.00163766
185,1113.19,0.30337,0.33844,0.2407,0.94116,0.987,1,0.99453,0.96044,0.987,1,0.99453,0.98863,0.30788,0.2843,0.25674,1.02737,0.00163568,0.00163568,0.00163568
186,1119.19,0.36451,0.41668,0.28845,0.97294,1,0.99841,0.995,0.94382,1,0.99841,0.995,0.97834,0.35054,0.3288,0.2636,1.1064,0.0016337,0.0016337,0.0016337
187,1125.13,0.34631,0.38842,0.25466,0.98825,0.99859,1,0.995,0.96838,0.99859,1,0.995,0.98554,0.31103,0.28942,0.24735,1.04205,0.00163172,0.00163172,0.00163172
188,1131.18,0.33106,0.3849,0.25799,0.96574,0.99968,1,0.995,0.96711,0.99968,1,0.995,0.98974,0.33232,0.27405,0.26175,1.04666,0.00162974,0.00162974,0.00162974
189,1137.23,0.32122,0.35246,0.26121,0.94431,0.97672,0.99914,0.99465,0.97075,0.97672,0.99914,0.99465,0.98475,0.31503,0.33185,0.2612,1.03768,0.00162776,0.00162776,0.00162776
190,1143.23,0.37782,0.37896,0.28879,1.0035,0.98709,1,0.99488,0.96102,0.98709,1,0.99488,0.98508,0.32498,0.29646,0.23019,1.06562,0.00162578,0.00162578,0.00162578
191,1149.22,0.33185,0.34571,0.25545,0.95532,1,0.99925,0.995,0.9671,1,0.99925,0.995,0.98877,0.33758,0.27116,0.24115,1.10506,0.0016238,0.0016238,0.0016238
192,1155.46,0.32804,0.34882,0.25863,0.96766,0.97672,0.99902,0.99441,0.96717,0.97672,0.99902,0.99441,0.99057,0.32832,0.25767,0.26318,1.08466,0.00162182,0.00162182,0.00162182
193,1161.5,0.34535,0.35191,0.2626,0.99712,0.99897,0.9881,0.99455,0.96397,0.99897,0.9881,0.99455,0.98454,0.33154,0.31018,0.25216,1.04539,0.00161984,0.00161984,0.00161984
194,1167.47,0.32182,0.33681,0.26609,0.95653,0.98823,0.99971,0.99488,0.95901,0.98823,0.99971,0.99488,0.98645,0.32953,0.28027,0.28027,1.04972,0.00161786,0.00161786,0.00161786
195,1173.43,0.32252,0.34084,0.25928,0.95949,0.98823,0.99927,0.99488,0.94183,0.98823,0.99927,0.99488,0.98667,0.34488,0.2772,0.28418,1.09301,0.00161588,0.00161588,0.00161588
196,1179.4,0.34248,0.35613,0.27426,0.97237,1,0.99875,0.995,0.94174,1,0.99875,0.995,0.98523,0.38612,0.28881,0.27317,1.19438,0.0016139,0.0016139,0.0016139
197,1185.37,0.34193,0.37957,0.26763,0.94494,0.99909,1,0.995,0.94451,0.99909,1,0.995,0.98769,0.37268,0.27793,0.27936,1.11868,0.00161192,0.00161192,0.00161192
198,1191.36,0.36471,0.39942,0.2772,0.98055,0.99703,1,0.995,0.95743,0.99703,1,0.995,0.99018,0.31241,0.25845,0.24654,1.05663,0.00160994,0.00160994,0.00160994
199,1197.27,0.34635,0.38711,0.28708,0.96729,0.99812,0.9881,0.98684,0.93435,1,0.99795,0.995,0.98482,0.35169,0.2958,0.27159,1.10444,0.00160796,0.00160796,0.00160796
200,1203.2,0.33589,0.35927,0.27139,0.9654,0.97646,0.9877,0.99398,0.94812,1,0.98742,0.99433,0.98579,0.32744,0.27168,0.2809,1.06998,0.00160598,0.00160598,0.00160598
201,1209.09,0.30824,0.34941,0.23749,0.96194,0.98506,0.97619,0.99408,0.96202,0.96409,1,0.9943,0.98828,0.29615,0.2625,0.24268,1.01265,0.001604,0.001604,0.001604
202,1214.99,0.31401,0.37139,0.24503,0.96546,0.97619,0.9881,0.99292,0.96088,0.98795,1,0.99488,0.98329,0.32513,0.28069,0.26556,1.04685,0.00160202,0.00160202,0.00160202
203,1221.11,0.29609,0.32437,0.23878,0.93851,0.98794,0.97505,0.99324,0.96459,0.98696,0.9881,0.9942,0.98337,0.30992,0.28622,0.24763,1.03501,0.00160004,0.00160004,0.00160004
204,1227.03,0.32608,0.33565,0.25188,0.94449,0.98809,0.98749,0.99443,0.95873,0.98818,0.99561,0.99476,0.98248,0.29102,0.285,0.2538,1.00573,0.00159806,0.00159806,0.00159806
205,1232.92,0.32536,0.37623,0.25223,0.94257,0.98666,1,0.99476,0.96615,0.98666,1,0.99476,0.98594,0.2815,0.2613,0.24729,1.00438,0.00159608,0.00159608,0.00159608
206,1238.81,0.33848,0.37719,0.26362,0.95104,0.9861,1,0.99488,0.96826,0.9861,1,0.99488,0.9898,0.29767,0.24696,0.26868,1.03261,0.0015941,0.0015941,0.0015941
207,1244.76,0.34414,0.35321,0.24889,1.00211,0.97674,0.99961,0.99441,0.9662,0.98699,1,0.99488,0.98893,0.30818,0.28443,0.2546,1.03972,0.00159212,0.00159212,0.00159212
208,1250.66,0.35509,0.33306,0.25789,0.98363,0.97673,0.99955,0.992,0.96151,0.98694,1,0.99406,0.98419,0.32218,0.30192,0.31577,1.05154,0.00159014,0.00159014,0.00159014
209,1256.59,0.29998,0.32386,0.23459,0.93036,0.97532,1,0.99429,0.9574,0.97532,1,0.99429,0.98434,0.317,0.29524,0.29511,1.03976,0.00158816,0.00158816,0.00158816
210,1262.47,0.3118,0.35526,0.24634,0.95652,0.98691,0.9881,0.99465,0.96686,0.98691,0.9881,0.99465,0.98711,0.36617,0.28852,0.32808,1.09654,0.00158618,0.00158618,0.00158618
211,1268.41,0.31714,0.37257,0.2544,0.92838,0.99458,0.97619,0.99421,0.95451,0.99458,0.97619,0.99421,0.9878,0.35367,0.27786,0.29539,1.11006,0.0015842,0.0015842,0.0015842
212,1274.34,0.35742,0.42701,0.27318,0.96175,0.99948,0.9881,0.99477,0.96402,0.99948,0.9881,0.99477,0.98906,0.32502,0.27284,0.24307,1.05622,0.00158222,0.00158222,0.00158222
213,1280.46,0.33918,0.39667,0.25417,0.96979,1,0.99988,0.995,0.96523,1,0.99988,0.995,0.98746,0.31761,0.28509,0.24481,1.04455,0.00158024,0.00158024,0.00158024
214,1286.39,0.29567,0.36295,0.24118,0.94343,0.99624,0.97619,0.99346,0.95926,0.99624,0.97619,0.99346,0.9888,0.35301,0.27065,0.2556,1.14237,0.00157826,0.00157826,0.00157826
215,1292.31,0.30846,0.34578,0.24069,0.92372,0.99528,0.97619,0.99287,0.95935,0.99528,0.97619,0.99366,0.98393,0.32881,0.28264,0.27105,1.08739,0.00157628,0.00157628,0.00157628
216,1298.34,0.3327,0.36514,0.25969,0.97864,0.97672,0.99889,0.99465,0.96931,0.97672,0.99889,0.99465,0.97677,0.29849,0.30104,0.25313,1.02993,0.0015743,0.0015743,0.0015743
217,1304.24,0.3433,0.3196,0.25732,0.95345,0.99577,0.97619,0.9942,0.96879,0.99577,0.97619,0.9942,0.98735,0.29099,0.29171,0.26584,1.03494,0.00157232,0.00157232,0.00157232
218,1310.16,0.32122,0.33242,0.26141,0.92309,0.98808,1,0.99476,0.96564,0.98808,1,0.99476,0.98944,0.29948,0.28624,0.23253,1.05433,0.00157034,0.00157034,0.00157034
219,1316.06,0.29983,0.34737,0.23349,0.9431,0.99902,1,0.995,0.96863,0.99902,1,0.995,0.98863,0.31338,0.26196,0.21874,1.08315,0.00156836,0.00156836,0.00156836
220,1322,0.32938,0.37573,0.2558,0.94645,0.99853,1,0.995,0.9785,0.99853,1,0.995,0.98873,0.26783,0.26761,0.23342,1.00487,0.00156638,0.00156638,0.00156638
221,1327.97,0.30296,0.31686,0.23626,0.94839,0.99564,0.9881,0.99466,0.97201,0.99564,0.9881,0.99466,0.98694,0.29963,0.30135,0.24434,1.03367,0.0015644,0.0015644,0.0015644
222,1333.88,0.29246,0.32199,0.25335,0.92691,1,0.98681,0.99477,0.96712,1,0.98681,0.99477,0.98844,0.29886,0.3102,0.23299,1.04549,0.00156242,0.00156242,0.00156242
223,1339.78,0.32275,0.34765,0.25112,0.96001,0.99912,1,0.995,0.96158,0.99912,1,0.995,0.98942,0.31215,0.28738,0.2409,1.0562,0.00156044,0.00156044,0.00156044
224,1345.86,0.35625,0.37549,0.28263,0.99929,0.99919,1,0.995,0.96195,0.99919,1,0.995,0.98852,0.34776,0.28654,0.25132,1.09008,0.00155846,0.00155846,0.00155846
225,1351.76,0.31247,0.32073,0.23789,0.94971,1,0.99915,0.995,0.95988,1,0.99915,0.995,0.98666,0.36352,0.33544,0.25371,1.06977,0.00155648,0.00155648,0.00155648
226,1357.66,0.31871,0.37651,0.26319,0.9352,0.99917,0.9881,0.99488,0.9473,1,0.99923,0.995,0.98388,0.43181,0.40107,0.26207,1.16833,0.0015545,0.0015545,0.0015545
227,1363.54,0.32441,0.33938,0.26128,0.94567,0.99979,1,0.995,0.96473,0.99979,1,0.995,0.99098,0.33634,0.29431,0.26478,1.06709,0.00155252,0.00155252,0.00155252
228,1369.49,0.28679,0.33658,0.23803,0.94113,0.99924,1,0.995,0.97335,0.99924,1,0.995,0.98954,0.28788,0.25919,0.23396,1.01907,0.00155054,0.00155054,0.00155054
229,1375.36,0.31256,0.35828,0.249,0.96373,0.97588,1,0.99465,0.96359,0.97588,1,0.99465,0.98615,0.2893,0.25575,0.23803,1.00107,0.00154856,0.00154856,0.00154856
230,1381.25,0.30687,0.32677,0.24076,0.95152,0.9989,0.9881,0.99488,0.94875,0.9989,0.9881,0.99488,0.98613,0.31484,0.30596,0.24606,1.05313,0.00154658,0.00154658,0.00154658
231,1387.16,0.28169,0.28208,0.21197,0.93157,0.99904,0.9881,0.98788,0.96716,0.99904,0.9881,0.99488,0.98273,0.29271,0.28668,0.22436,1.01831,0.0015446,0.0015446,0.0015446
232,1393.11,0.31101,0.31402,0.22417,0.93622,1,0.98459,0.98947,0.96592,0.99904,1,0.995,0.98718,0.29438,0.27531,0.21232,1.02691,0.00154262,0.00154262,0.00154262
233,1399,0.29249,0.33055,0.22261,0.92718,0.99875,0.9881,0.99071,0.96885,0.99875,0.9881,0.99444,0.98396,0.27994,0.30125,0.21867,1.00619,0.00154064,0.00154064,0.00154064
234,1405.06,0.31974,0.37618,0.24973,0.94935,0.99841,0.9881,0.99308,0.96572,0.99841,0.9881,0.99308,0.98842,0.30817,0.30115,0.26412,1.07589,0.00153866,0.00153866,0.00153866
235,1410.93,0.29283,0.31203,0.24534,0.94136,1,0.98596,0.99488,0.96429,1,0.98596,0.99488,0.98991,0.32165,0.26248,0.25441,1.11628,0.00153668,0.00153668,0.00153668
236,1416.85,0.28136,0.30832,0.23096,0.92869,1,0.98438,0.98659,0.96141,0.99564,1,0.995,0.98408,0.3491,0.25893,0.26872,1.13629,0.0015347,0.0015347,0.0015347
237,1422.74,0.32344,0.35137,0.25109,0.94255,0.98726,0.9881,0.98905,0.95782,0.98726,0.9881,0.98905,0.98398,0.31304,0.28605,0.28082,1.06828,0.00153272,0.00153272,0.00153272
238,1428.64,0.29273,0.33607,0.23487,0.92942,0.98739,1,0.99465,0.97374,0.98739,1,0.99465,0.98924,0.30437,0.26657,0.26591,1.06951,0.00153074,0.00153074,0.00153074
239,1434.52,0.30367,0.35575,0.22439,0.94553,0.99852,1,0.995,0.96079,0.99852,1,0.995,0.9842,0.31331,0.25707,0.26488,1.07505,0.00152876,0.00152876,0.00152876
240,1440.41,0.29451,0.31254,0.2321,0.92558,0.98169,0.9881,0.98821,0.958,0.98677,1,0.99441,0.98526,0.32869,0.26446,0.27887,1.09983,0.00152678,0.00152678,0.00152678
241,1446.28,0.30535,0.31409,0.23495,0.94407,0.99409,0.9881,0.9885,0.96262,0.99818,1,0.995,0.98534,0.32412,0.2629,0.26129,1.09282,0.0015248,0.0015248,0.0015248
242,1452.16,0.28141,0.33832,0.22047,0.92467,0.99758,0.9881,0.99466,0.96025,0.99758,0.9881,0.99466,0.98795,0.30041,0.29202,0.24122,1.02951,0.00152282,0.00152282,0.00152282
243,1458.04,0.30188,0.31405,0.24376,0.93762,0.99858,1,0.995,0.97344,0.99858,1,0.995,0.98889,0.29149,0.2849,0.22559,1.02813,0.00152084,0.00152084,0.00152084
244,1463.94,0.29472,0.31738,0.23414,0.94225,0.9862,1,0.99453,0.96381,0.9862,1,0.99453,0.98934,0.30389,0.26174,0.24271,1.0531,0.00151886,0.00151886,0.00151886
245,1470.05,0.30692,0.35176,0.23895,0.93913,0.9959,1,0.995,0.96621,0.9959,1,0.995,0.98856,0.29619,0.26022,0.25497,1.02773,0.00151688,0.00151688,0.00151688
246,1475.94,0.31566,0.31682,0.24916,0.95556,0.9882,0.99684,0.99488,0.96699,0.99777,1,0.995,0.98383,0.30646,0.28848,0.24595,1.04198,0.0015149,0.0015149,0.0015149
247,1481.82,0.31555,0.36282,0.24639,0.9276,0.98712,1,0.99488,0.96287,0.98712,1,0.99488,0.98826,0.30809,0.28346,0.26655,1.03718,0.00151292,0.00151292,0.00151292
248,1487.72,0.29631,0.33037,0.25334,0.93214,0.99952,0.9881,0.99488,0.95858,0.99952,0.9881,0.99488,0.99059,0.30396,0.26642,0.24525,1.03007,0.00151094,0.00151094,0.00151094
249,1493.62,0.27353,0.32553,0.22194,0.91156,0.988,0.9881,0.98977,0.96191,0.99877,1,0.995,0.98799,0.28359,0.2571,0.23641,1.00791,0.00150896,0.00150896,0.00150896
250,1499.5,0.29447,0.3098,0.23572,0.95147,0.99578,0.9881,0.98783,0.94947,0.99876,1,0.995,0.98249,0.31472,0.29686,0.28006,1.03759,0.00150698,0.00150698,0.00150698
251,1505.38,0.29327,0.34608,0.22695,0.92021,0.99766,0.9881,0.99488,0.9566,1,0.99043,0.995,0.99026,0.36869,0.25846,0.26124,1.1561,0.001505,0.001505,0.001505
252,1511.3,0.27257,0.347,0.22584,0.90348,1,0.99958,0.995,0.97471,1,0.99958,0.995,0.98673,0.27836,0.28228,0.22395,1.02998,0.00150302,0.00150302,0.00150302
253,1517.18,0.26528,0.2803,0.22496,0.92235,1,0.99944,0.995,0.9758,1,0.99944,0.995,0.99043,0.26929,0.26315,0.21623,1.01363,0.00150104,0.00150104,0.00150104
254,1523.06,0.27987,0.30241,0.22461,0.9221,0.9956,0.9881,0.99466,0.97144,0.9956,0.9881,0.99466,0.98978,0.29882,0.25478,0.25328,1.05514,0.00149906,0.00149906,0.00149906
255,1529.18,0.29331,0.31945,0.22891,0.91976,0.99778,0.97619,0.99453,0.96824,0.99778,0.97619,0.99453,0.98841,0.3141,0.25384,0.24296,1.05327,0.00149708,0.00149708,0.00149708
256,1535.11,0.28818,0.32971,0.22736,0.9229,0.99896,1,0.995,0.97612,0.99896,1,0.995,0.99227,0.26578,0.23423,0.21398,1.00908,0.0014951,0.0014951,0.0014951
257,1541.14,0.30593,0.31835,0.22167,0.94135,0.99921,1,0.995,0.96524,0.99921,1,0.995,0.9923,0.28413,0.23693,0.23112,1.04186,0.00149312,0.00149312,0.00149312
258,1547.03,0.28963,0.30824,0.23174,0.95372,0.99917,1,0.995,0.96925,0.99917,1,0.995,0.99243,0.28642,0.23299,0.21093,1.05089,0.00149114,0.00149114,0.00149114
259,1552.89,0.29045,0.30593,0.22774,0.93242,0.99882,1,0.995,0.95827,0.99882,1,0.995,0.99053,0.30106,0.23065,0.22631,1.04647,0.00148916,0.00148916,0.00148916
260,1558.75,0.2999,0.32943,0.24576,0.94077,0.99902,1,0.995,0.97401,0.99902,1,0.995,0.9915,0.29315,0.2227,0.21818,1.05713,0.00148718,0.00148718,0.00148718
261,1564.62,0.30433,0.3282,0.24058,0.95139,0.99878,1,0.995,0.97163,0.99878,1,0.995,0.98563,0.3324,0.25757,0.25245,1.07412,0.0014852,0.0014852,0.0014852
262,1570.5,0.31148,0.3449,0.23147,0.93973,0.99916,1,0.995,0.96479,0.99916,1,0.995,0.98711,0.3481,0.23842,0.2573,1.06192,0.00148322,0.00148322,0.00148322
263,1576.36,0.31786,0.31154,0.25551,0.94919,0.99852,1,0.995,0.95549,0.99852,1,0.995,0.98553,0.40819,0.26258,0.29218,1.09284,0.00148124,0.00148124,0.00148124
264,1582.27,0.26852,0.29759,0.21993,0.92068,0.99967,1,0.995,0.98061,0.99967,1,0.995,0.9925,0.28783,0.23603,0.23654,1.00814,0.00147926,0.00147926,0.00147926
265,1588.21,0.30416,0.31086,0.23686,0.93389,1,0.98749,0.99413,0.96511,1,0.98749,0.99488,0.98638,0.29304,0.2486,0.22662,1.06536,0.00147728,0.00147728,0.00147728
266,1594.32,0.2908,0.29943,0.21779,0.924,0.99901,1,0.995,0.97616,0.99901,1,0.995,0.99103,0.26102,0.24088,0.22855,0.99872,0.0014753,0.0014753,0.0014753
267,1600.21,0.2801,0.30902,0.22109,0.9253,0.98628,1,0.99406,0.97841,0.98628,1,0.99406,0.99033,0.25244,0.24535,0.22768,0.9574,0.00147332,0.00147332,0.00147332
