epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,1182.43,1.20716,1.00064,0.7853,1.77989,0.96454,0.96774,0.9661,0.5666,0.96454,0.96774,0.98885,0.82553,1.41958,0.93577,0.80796,2.49435,0.001142,0.001142,0.001142
132,1191.35,1.20719,0.99431,0.78648,1.77987,0.96271,0.96774,0.97569,0.59618,0.99154,1,0.995,0.84349,1.36202,0.82409,0.79921,2.42218,0.0011354,0.0011354,0.0011354
133,1200.33,1.17608,1.01213,0.77522,1.79163,0.97923,0.93548,0.96427,0.5398,0.97923,0.93548,0.96427,0.80565,1.51849,0.93506,0.94734,2.669,0.0011288,0.0011288,0.0011288
134,1209.27,1.22305,1.01968,0.83667,1.76151,0.96619,0.92221,0.96217,0.56088,0.96619,0.92221,0.96583,0.80751,1.48315,1.06391,0.88405,2.59092,0.0011222,0.0011222,0.0011222
135,1218.23,1.29543,1.10041,0.84604,1.83612,0.93389,0.96774,0.96056,0.48303,0.93389,0.96774,0.97064,0.80974,1.75092,0.99945,0.95825,2.76495,0.0011156,0.0011156,0.0011156
136,1227.13,1.22731,0.93378,0.79071,1.792,0.95537,0.93548,0.94846,0.53677,0.98831,0.96774,0.99406,0.8023,1.49026,1.00733,0.87239,2.59907,0.001109,0.001109,0.001109
137,1235.99,1.13311,0.96536,0.7878,1.74953,0.9677,0.96636,0.94615,0.53456,0.9677,0.96636,0.96598,0.8223,1.41828,0.78626,0.78367,2.51319,0.0011024,0.0011024,0.0011024
138,1245.01,1.1383,0.93763,0.73253,1.72785,0.90739,0.94842,0.92044,0.54608,0.90739,0.94842,0.92411,0.77208,1.46454,0.90513,0.92783,2.44373,0.0010958,0.0010958,0.0010958
139,1254.01,1.14495,0.92966,0.76344,1.7284,0.99352,0.93548,0.95846,0.59006,0.99352,0.93548,0.96496,0.83069,1.35413,0.93031,0.78007,2.40222,0.0010892,0.0010892,0.0010892
140,1263.04,1.23115,0.95177,0.79781,1.79247,0.94668,0.93548,0.94071,0.55114,0.94668,0.93548,0.95377,0.79867,1.40375,0.87941,0.93568,2.44038,0.0010826,0.0010826,0.0010826
141,1272.05,1.15266,0.92537,0.77929,1.76109,0.93616,0.94634,0.94027,0.51932,0.93616,0.94634,0.9546,0.79585,1.46719,0.77476,0.82582,2.6143,0.001076,0.001076,0.001076
142,1281.12,1.19378,0.97143,0.7953,1.78513,0.90509,0.96774,0.94335,0.54194,0.90509,0.96774,0.94335,0.80119,1.57398,0.90355,0.82077,2.5108,0.0010694,0.0010694,0.0010694
143,1290.19,1.14157,0.99325,0.76191,1.74778,0.94834,0.90323,0.936,0.54215,0.98355,0.93548,0.98826,0.81553,1.5786,0.83403,0.80072,2.58284,0.0010628,0.0010628,0.0010628
144,1299.16,1.17241,0.91038,0.75591,1.70064,0.93334,0.90326,0.9721,0.55649,0.93334,0.90326,0.97975,0.83414,1.41562,0.82597,0.88568,2.52859,0.0010562,0.0010562,0.0010562
145,1308.11,1.10043,0.96044,0.74735,1.69497,1,0.9593,0.97868,0.57367,1,0.9593,0.97868,0.82832,1.42484,0.83296,0.85248,2.57978,0.0010496,0.0010496,0.0010496
146,1317.17,1.12508,0.94407,0.77457,1.71235,1,0.90128,0.97227,0.58479,1,0.90128,0.97742,0.8408,1.41051,0.78439,0.80263,2.43843,0.001043,0.001043,0.001043
147,1326.3,1.08535,0.93301,0.76857,1.65537,0.92063,0.93548,0.9651,0.61965,0.92063,0.93548,0.96919,0.87179,1.26321,0.73782,0.79384,2.31628,0.0010364,0.0010364,0.0010364
148,1335.49,1.10747,0.8652,0.73211,1.70694,0.992,0.93548,0.97136,0.60687,0.992,0.93548,0.97672,0.86338,1.29105,0.78997,0.83701,2.28179,0.0010298,0.0010298,0.0010298
149,1344.61,1.12809,1.0021,0.77296,1.7141,0.95077,0.93548,0.94856,0.60437,0.95077,0.93548,0.96196,0.8368,1.3716,0.8266,0.85712,2.33061,0.0010232,0.0010232,0.0010232
150,1353.77,1.17233,0.91027,0.74321,1.72231,0.96643,0.92884,0.94343,0.58538,0.96643,0.92884,0.96112,0.8112,1.35085,0.91701,0.80203,2.43425,0.0010166,0.0010166,0.0010166
151,1362.84,1.17847,0.94798,0.77907,1.72684,0.96733,1,0.99406,0.56688,0.96733,1,0.99406,0.83765,1.402,0.83108,0.80843,2.351,0.00101,0.00101,0.00101
152,1371.77,1.121,0.96677,0.79161,1.73462,0.9637,0.93548,0.9733,0.58367,0.9637,0.93548,0.9733,0.82943,1.36062,0.77118,0.78672,2.43751,0.0010034,0.0010034,0.0010034
153,1380.7,1.1072,0.92885,0.74591,1.68078,0.96031,0.96774,0.98349,0.60799,0.99232,1,0.995,0.85597,1.28589,0.68114,0.76457,2.26463,0.0009968,0.0009968,0.0009968
154,1389.85,1.09765,0.88457,0.75685,1.69672,0.9067,0.96774,0.95379,0.5564,0.9067,0.96774,0.96799,0.82616,1.37978,0.7893,0.95047,2.41022,0.0009902,0.0009902,0.0009902
155,1398.83,1.06766,0.97247,0.72314,1.63731,0.98472,0.93548,0.96252,0.58499,0.98472,0.93548,0.97077,0.82382,1.4208,0.91269,0.80253,2.47406,0.0009836,0.0009836,0.0009836
156,1407.76,1.10414,0.88133,0.75514,1.6795,1,0.96395,0.96593,0.56976,1,0.96395,0.98714,0.84685,1.37491,0.73309,0.7929,2.37039,0.000977,0.000977,0.000977
157,1416.67,1.09066,0.91114,0.73598,1.70134,0.90055,0.96774,0.95689,0.56866,0.91154,0.99731,0.98337,0.83948,1.33729,0.78258,0.78982,2.39011,0.0009704,0.0009704,0.0009704
158,1425.61,1.03076,0.91047,0.71789,1.59378,0.94292,0.96774,0.95066,0.57252,0.94292,0.96774,0.97399,0.84749,1.38495,0.75212,0.76967,2.3673,0.0009638,0.0009638,0.0009638
159,1434.53,0.99364,0.8953,0.69396,1.5893,0.93181,0.96774,0.9383,0.58091,0.93181,0.96774,0.96019,0.83177,1.30149,0.71481,0.77953,2.34938,0.0009572,0.0009572,0.0009572
160,1443.49,1.00908,0.90865,0.68339,1.61128,0.87098,0.96774,0.93015,0.5233,0.87098,0.96774,0.93599,0.76144,1.4391,0.97714,0.95018,2.57061,0.0009506,0.0009506,0.0009506
161,1452.4,1.07736,0.97254,0.73353,1.6617,0.93587,0.96774,0.96452,0.59489,0.93587,0.96774,0.96452,0.85344,1.29989,0.80157,0.87315,2.33237,0.000944,0.000944,0.000944
162,1461.37,1.05202,0.88811,0.73315,1.67079,0.99686,0.96774,0.96721,0.62856,0.99686,0.96774,0.96897,0.85755,1.38161,0.81155,0.84308,2.42824,0.0009374,0.0009374,0.0009374
163,1470.28,1.00779,0.85892,0.68218,1.59437,0.92495,0.96774,0.92824,0.55517,0.92495,0.96774,0.9545,0.84805,1.41008,0.76471,0.87777,2.34139,0.0009308,0.0009308,0.0009308
164,1479.23,0.98116,0.99786,0.67893,1.58677,0.90892,0.96583,0.94057,0.57314,0.90892,0.96583,0.94922,0.83212,1.34234,0.78966,0.86181,2.40689,0.0009242,0.0009242,0.0009242
165,1488.13,1.06059,0.92849,0.72643,1.63935,0.91851,0.90323,0.96,0.57124,0.91851,0.90323,0.96954,0.87378,1.37282,0.74566,0.81436,2.34092,0.0009176,0.0009176,0.0009176
166,1497.09,1.0403,0.88395,0.71945,1.64751,0.98876,0.90323,0.95673,0.60359,0.98876,0.90323,0.97943,0.86375,1.29299,0.73629,0.77897,2.30894,0.000911,0.000911,0.000911
167,1506,1.04943,0.93505,0.74078,1.65184,0.93728,0.96422,0.95012,0.62187,0.93728,0.96422,0.96046,0.83705,1.25896,0.76792,0.87565,2.2659,0.0009044,0.0009044,0.0009044
168,1514.94,0.99693,0.89044,0.69432,1.58642,0.99986,0.96774,0.96633,0.62285,0.99986,0.96774,0.97545,0.84757,1.23821,0.81456,0.8947,2.32196,0.0008978,0.0008978,0.0008978
169,1523.99,1.03729,0.8776,0.67073,1.67736,0.96308,0.93548,0.94792,0.60013,0.95868,0.96774,0.97551,0.82797,1.32435,0.87866,0.74609,2.41939,0.0008912,0.0008912,0.0008912
170,1533.07,1.07067,0.89917,0.71821,1.66679,0.92836,0.93548,0.94529,0.57785,0.96037,0.96774,0.99221,0.82671,1.32298,0.86934,0.6934,2.34927,0.0008846,0.0008846,0.0008846
171,1542.17,0.99186,0.86441,0.67145,1.58399,0.93354,0.96774,0.96522,0.62196,0.96466,1,0.99406,0.87077,1.21818,0.71814,0.74136,2.27326,0.000878,0.000878,0.000878
172,1551.34,0.96993,0.8786,0.66383,1.58669,0.96302,0.96774,0.95542,0.6261,0.96302,0.96774,0.95542,0.85412,1.22538,0.86078,0.789,2.24783,0.0008714,0.0008714,0.0008714
173,1560.29,1.0182,0.84359,0.69439,1.63321,0.95354,0.96774,0.96519,0.65275,0.95354,0.96774,0.96519,0.87712,1.19577,0.76529,0.75212,2.24127,0.0008648,0.0008648,0.0008648
174,1569.25,0.9566,0.86925,0.65507,1.52179,0.96846,0.93548,0.96598,0.59949,0.96846,0.93548,0.98192,0.84952,1.29075,0.81376,0.78678,2.3957,0.0008582,0.0008582,0.0008582
175,1578.16,1.00393,0.8591,0.66154,1.59435,0.981,0.96774,0.99318,0.61088,0.981,0.96774,0.99318,0.87723,1.33584,0.66748,0.68335,2.30946,0.0008516,0.0008516,0.0008516
176,1587.12,1.0145,0.84306,0.69373,1.62041,0.95499,0.96774,0.96585,0.61914,0.96297,1,0.99312,0.86943,1.19227,0.6813,0.84055,2.22978,0.000845,0.000845,0.000845
177,1596.04,1.00752,0.80054,0.67506,1.56758,0.92829,0.96774,0.93332,0.60396,0.92829,0.96774,0.94491,0.83651,1.19354,0.74327,0.79653,2.24136,0.0008384,0.0008384,0.0008384
178,1605.13,0.96104,0.83332,0.66609,1.58072,0.8752,0.96774,0.92151,0.59321,0.8752,0.96774,0.9372,0.82932,1.32372,0.72764,0.83975,2.34001,0.0008318,0.0008318,0.0008318
179,1614.17,0.9472,0.79536,0.6287,1.52663,0.90579,0.96774,0.95566,0.6253,0.90579,0.96774,0.96552,0.8779,1.25779,0.68724,0.78466,2.24119,0.0008252,0.0008252,0.0008252
180,1623.17,0.97985,0.76692,0.67095,1.61075,0.96758,0.96296,0.96671,0.64576,0.96758,0.96296,0.98158,0.86505,1.18577,0.67944,0.75713,2.22388,0.0008186,0.0008186,0.0008186
181,1632.15,0.9675,0.78752,0.63648,1.54674,0.99088,0.93548,0.96523,0.61677,0.99088,0.93548,0.98016,0.85827,1.24868,0.76664,0.81647,2.25203,0.000812,0.000812,0.000812
182,1641.33,1.00861,0.82194,0.67258,1.61609,1,0.96192,0.96677,0.61774,1,0.96192,0.98132,0.87063,1.23018,0.76834,0.77703,2.2807,0.0008054,0.0008054,0.0008054
183,1650.44,0.98319,0.83622,0.65067,1.5382,0.94114,0.93548,0.95666,0.56871,0.94114,0.93548,0.95873,0.85457,1.46132,0.69538,0.85285,2.34006,0.0007988,0.0007988,0.0007988
184,1659.5,0.96454,0.77056,0.64256,1.54569,0.96527,0.96774,0.96578,0.5723,0.99786,1,0.995,0.8426,1.2596,0.78868,0.80161,2.42509,0.0007922,0.0007922,0.0007922
185,1668.51,0.9425,0.83899,0.63181,1.54642,0.93717,0.93548,0.96213,0.57594,0.93717,0.93548,0.96797,0.86483,1.36906,0.65124,0.77714,2.2886,0.0007856,0.0007856,0.0007856
186,1677.49,0.9536,0.85199,0.67341,1.58192,0.96506,0.96774,0.95637,0.60842,0.96506,0.96774,0.96043,0.84258,1.22009,0.69954,0.83389,2.35263,0.000779,0.000779,0.000779
187,1686.52,0.96508,0.81597,0.63897,1.54785,0.93633,0.94895,0.96396,0.63667,0.93633,0.94895,0.97501,0.87446,1.20411,0.68021,0.79236,2.22036,0.0007724,0.0007724,0.0007724
188,1695.6,0.97008,0.87435,0.64814,1.55135,0.96231,0.96774,0.95271,0.63423,0.99439,1,0.995,0.87402,1.32938,0.61686,0.76731,2.3283,0.0007658,0.0007658,0.0007658
189,1704.6,0.87339,0.8187,0.60769,1.50817,0.96592,0.96774,0.96693,0.65308,0.99472,1,0.995,0.88673,1.17789,0.66446,0.78929,2.19504,0.0007592,0.0007592,0.0007592
190,1713.54,0.94887,0.87854,0.66657,1.51723,0.91488,0.93548,0.96434,0.6358,0.93086,1,0.99221,0.86516,1.24804,0.68832,0.82384,2.27751,0.0007526,0.0007526,0.0007526
191,1722.53,0.94149,0.81621,0.66194,1.54392,0.96192,0.96774,0.96351,0.65736,0.99416,1,0.995,0.88048,1.22122,0.66317,0.76806,2.2028,0.000746,0.000746,0.000746
192,1731.69,0.94629,0.79665,0.65019,1.55377,0.94708,0.96774,0.95839,0.61627,0.97952,1,0.995,0.85393,1.20149,0.71003,0.78024,2.20817,0.0007394,0.0007394,0.0007394
193,1740.8,0.98089,0.77811,0.66234,1.58889,0.96117,0.96774,0.94708,0.63761,0.99321,1,0.995,0.86222,1.1627,0.75284,0.77374,2.21909,0.0007328,0.0007328,0.0007328
194,1749.95,0.94448,0.77039,0.63887,1.5675,1,0.95935,0.96722,0.64595,1,0.95935,0.97976,0.88182,1.22131,0.87765,0.7526,2.22526,0.0007262,0.0007262,0.0007262
195,1759.02,0.90372,0.82006,0.65231,1.55176,0.99571,0.96774,0.96618,0.65246,0.99571,0.96774,0.98324,0.87719,1.16753,0.74803,0.74676,2.22266,0.0007196,0.0007196,0.0007196
196,1768.2,0.91912,0.70934,0.64696,1.51321,0.93737,0.96774,0.96452,0.64686,0.93737,0.96774,0.98521,0.86457,1.19095,0.72938,0.78846,2.18334,0.000713,0.000713,0.000713
197,1777.32,0.91039,0.79807,0.6179,1.48483,0.96753,0.96128,0.97218,0.61392,1,0.9927,0.995,0.87166,1.28869,0.67831,0.68214,2.22179,0.0007064,0.0007064,0.0007064
198,1786.49,0.95857,0.84048,0.65664,1.57501,0.96752,0.96117,0.95873,0.66025,0.96752,0.96117,0.9745,0.88413,1.20835,0.6957,0.75694,2.26199,0.0006998,0.0006998,0.0006998
199,1795.59,0.97154,0.81914,0.64237,1.56507,0.93248,0.96774,0.96271,0.64208,0.93248,0.96774,0.97867,0.87388,1.25205,0.7097,0.76816,2.22456,0.0006932,0.0006932,0.0006932
200,1804.59,0.95972,0.77212,0.61108,1.54352,0.89682,0.93548,0.9514,0.58951,0.92802,0.96774,0.95942,0.87057,1.36756,0.79186,0.83684,2.3597,0.0006866,0.0006866,0.0006866
201,1813.57,0.92083,0.79114,0.60714,1.52841,0.94096,0.96774,0.96417,0.68766,0.94096,0.96774,0.96594,0.87439,1.06182,0.76223,0.75226,2.13688,0.00068,0.00068,0.00068
202,1822.55,0.91389,0.80829,0.60808,1.50708,0.9642,0.96774,0.96562,0.63166,0.99689,1,0.995,0.88636,1.2499,0.72724,0.65837,2.20298,0.0006734,0.0006734,0.0006734
203,1831.48,0.89717,0.80194,0.62001,1.51812,0.95799,0.96774,0.95935,0.65318,0.99041,1,0.995,0.8775,1.10641,0.78316,0.6975,2.16819,0.0006668,0.0006668,0.0006668
204,1840.44,0.86994,0.71777,0.58234,1.50279,0.96752,0.96774,0.95507,0.66738,0.99994,1,0.995,0.89613,1.15409,0.66973,0.5974,2.14235,0.0006602,0.0006602,0.0006602
205,1849.39,0.87847,0.8285,0.58613,1.4718,0.96178,0.93548,0.96072,0.643,0.99515,0.96774,0.99318,0.84812,1.16282,0.83948,0.64492,2.23201,0.0006536,0.0006536,0.0006536
206,1858.34,0.86065,0.75597,0.60755,1.44696,0.96039,0.96774,0.95013,0.65485,0.99261,1,0.995,0.86316,1.21614,0.69361,0.70715,2.1843,0.000647,0.000647,0.000647
207,1867.29,0.78564,0.7556,0.55138,1.39221,0.96595,0.96774,0.95552,0.64322,0.99838,1,0.995,0.87581,1.18898,0.69156,0.76661,2.19353,0.0006404,0.0006404,0.0006404
208,1876.26,0.84481,0.70798,0.56967,1.45109,0.99819,0.96774,0.96712,0.69354,0.99819,0.96774,0.97522,0.89419,1.08955,0.734,0.71235,2.13128,0.0006338,0.0006338,0.0006338
209,1885.24,0.8927,0.84052,0.62106,1.50892,0.98825,0.96774,0.96604,0.6553,0.98825,0.96774,0.97868,0.88271,1.1947,0.75012,0.83094,2.17467,0.0006272,0.0006272,0.0006272
210,1894.24,0.84882,0.72628,0.58596,1.44017,0.9201,0.93548,0.94611,0.61205,0.9201,0.93548,0.94611,0.81777,1.25951,0.9088,0.86141,2.42714,0.0006206,0.0006206,0.0006206
211,1903.18,0.91465,0.77665,0.60199,1.51695,0.93241,0.96774,0.94786,0.66519,0.93241,0.96774,0.94786,0.85702,1.19705,0.69439,0.73503,2.21612,0.000614,0.000614,0.000614
212,1912.19,0.84899,0.78192,0.58541,1.44214,0.96412,0.96774,0.95248,0.68068,0.99637,1,0.995,0.8956,1.11887,0.59857,0.63837,2.10147,0.0006074,0.0006074,0.0006074
213,1921.15,0.87752,0.74334,0.59987,1.47561,0.92941,0.96774,0.96122,0.64872,0.92941,0.96774,0.98093,0.89282,1.27822,0.64838,0.68683,2.24088,0.0006008,0.0006008,0.0006008
214,1930.16,0.8631,0.77975,0.60678,1.49905,0.99199,0.96774,0.9675,0.69948,1,0.99089,0.995,0.89004,1.06901,0.60148,0.64856,2.10722,0.0005942,0.0005942,0.0005942
215,1939.13,0.86616,0.73266,0.60217,1.48974,0.93058,0.96774,0.98481,0.67187,0.96182,1,0.99406,0.90574,1.12874,0.57379,0.66398,2.09993,0.0005876,0.0005876,0.0005876
216,1948.09,0.87083,0.80055,0.61161,1.49051,0.9021,0.93548,0.93765,0.65039,0.9021,0.93548,0.9618,0.85814,1.0755,0.65758,0.74888,2.14133,0.000581,0.000581,0.000581
217,1957.06,0.83509,0.76921,0.59052,1.44491,0.96575,0.90986,0.96385,0.55861,1,0.94045,0.99157,0.84336,1.47469,0.63324,0.73532,2.38319,0.0005744,0.0005744,0.0005744
218,1966.03,0.84029,0.76505,0.58388,1.48379,0.96276,0.96774,0.94976,0.64704,0.99538,1,0.995,0.86577,1.07782,0.65517,0.68424,2.10495,0.0005678,0.0005678,0.0005678
219,1974.97,0.85558,0.77538,0.57974,1.44074,0.96669,0.96774,0.94843,0.66699,0.99943,1,0.995,0.88471,1.18405,0.59408,0.64707,2.15891,0.0005612,0.0005612,0.0005612
220,1983.93,0.83687,0.72222,0.57402,1.44892,0.96248,0.96774,0.96403,0.69673,0.96248,0.96774,0.96896,0.89407,1.08306,0.58778,0.67204,2.1024,0.0005546,0.0005546,0.0005546
221,1993.05,0.82982,0.74769,0.58155,1.39882,0.90828,0.95858,0.96197,0.6561,0.90828,0.95858,0.97383,0.89261,1.18214,0.63361,0.73927,2.14247,0.000548,0.000548,0.000548
222,2002.13,0.82669,0.77376,0.57346,1.40714,1,0.93362,0.96551,0.68452,1,0.93362,0.96551,0.88971,1.05303,0.66773,0.72712,2.09489,0.0005414,0.0005414,0.0005414
223,2011.16,0.82562,0.75086,0.57764,1.42785,0.96321,0.96774,0.96622,0.66885,0.99605,1,0.995,0.8807,1.20655,0.73875,0.74884,2.2289,0.0005348,0.0005348,0.0005348
224,2020.18,0.80468,0.70885,0.56295,1.44558,0.96754,0.96169,0.95339,0.65499,1,0.99395,0.995,0.87415,1.10782,0.68019,0.72989,2.12607,0.0005282,0.0005282,0.0005282
225,2029.16,0.79008,0.73134,0.57352,1.4451,0.93527,0.96774,0.93087,0.65914,0.96645,1,0.99125,0.85843,1.16057,0.67989,0.6269,2.15168,0.0005216,0.0005216,0.0005216
226,2038.29,0.81623,0.7551,0.56202,1.42828,0.96481,0.96774,0.94577,0.6911,0.99704,1,0.995,0.88194,1.1249,0.64594,0.63752,2.16597,0.000515,0.000515,0.000515
227,2047.42,0.73772,0.72077,0.51103,1.34021,0.96553,0.96774,0.96793,0.71092,0.99778,1,0.995,0.88751,1.07599,0.65557,0.67996,2.10544,0.0005084,0.0005084,0.0005084
228,2056.43,0.81974,0.76655,0.59811,1.45572,0.99067,0.96774,0.96842,0.66395,0.99767,1,0.995,0.87522,1.23009,0.70642,0.69433,2.23662,0.0005018,0.0005018,0.0005018
229,2065.47,0.78147,0.72615,0.56109,1.40498,0.96752,0.96108,0.9667,0.66917,1,0.99313,0.995,0.869,1.18754,0.72585,0.73271,2.25678,0.0004952,0.0004952,0.0004952
230,2074.66,0.81345,0.69891,0.58016,1.4531,0.88199,0.96446,0.9266,0.65964,0.91148,0.99654,0.98423,0.85893,1.04397,0.67868,0.75688,2.0817,0.0004886,0.0004886,0.0004886
231,2083.79,0.82229,0.71281,0.56681,1.47107,0.93573,0.96774,0.93468,0.63311,0.96758,1,0.99125,0.88339,1.30488,0.57917,0.67067,2.26227,0.000482,0.000482,0.000482
232,2092.96,0.83623,0.71806,0.63143,1.45561,0.93113,0.96774,0.93849,0.67588,0.96245,1,0.99406,0.86857,1.05894,0.57885,0.68305,2.14748,0.0004754,0.0004754,0.0004754
233,2101.92,0.77389,0.71217,0.55026,1.40377,0.96774,0.96755,0.9454,0.67236,1,0.99948,0.995,0.87027,1.04636,0.60485,0.62713,2.08561,0.0004688,0.0004688,0.0004688
234,2110.93,0.77228,0.73746,0.57096,1.39894,0.9633,0.96774,0.95062,0.65503,0.99555,1,0.995,0.89758,1.20033,0.54867,0.60849,2.14372,0.0004622,0.0004622,0.0004622
235,2119.83,0.79013,0.70118,0.5631,1.44889,0.96431,0.96774,0.96026,0.67622,0.99646,1,0.995,0.89326,1.12438,0.60466,0.63978,2.0895,0.0004556,0.0004556,0.0004556
236,2128.77,0.84183,0.75566,0.58069,1.44466,0.9648,0.96774,0.96706,0.71361,0.99696,1,0.995,0.89017,1.02226,0.60751,0.63901,2.05675,0.000449,0.000449,0.000449
237,2137.84,0.83623,0.75357,0.57069,1.42993,0.96119,0.96774,0.9671,0.68626,0.96119,0.96774,0.96954,0.88747,1.01576,0.65552,0.72111,2.10487,0.0004424,0.0004424,0.0004424
238,2147.07,0.75885,0.71643,0.53166,1.36917,0.96518,0.96774,0.96517,0.70182,0.99744,1,0.995,0.89214,1.03136,0.6287,0.68839,2.07759,0.0004358,0.0004358,0.0004358
239,2156.28,0.79964,0.74686,0.56408,1.43525,0.96477,0.96774,0.96407,0.6937,0.96477,0.96774,0.96407,0.89539,1.0224,0.64961,0.70816,2.04898,0.0004292,0.0004292,0.0004292
240,2165.41,0.76024,0.68716,0.54187,1.37078,0.93388,0.96774,0.96199,0.67315,0.96509,1,0.99406,0.89649,1.10101,0.63015,0.72178,2.09553,0.0004226,0.0004226,0.0004226
241,2174.36,0.76084,0.70762,0.54137,1.38933,0.96754,0.96156,0.95589,0.69153,1,0.99359,0.995,0.88326,0.9866,0.67428,0.71163,2.05297,0.000416,0.000416,0.000416
242,2183.54,0.76003,0.62356,0.51624,1.38555,0.96015,0.96774,0.96007,0.6966,0.96015,0.96774,0.96007,0.88694,1.06291,0.73206,0.79457,2.17029,0.0004094,0.0004094,0.0004094
243,2192.65,0.78285,0.73502,0.54126,1.39027,0.90468,0.96774,0.94541,0.69664,0.90468,0.96774,0.94541,0.87884,1.08106,0.6995,0.72525,2.13083,0.0004028,0.0004028,0.0004028
244,2201.7,0.79634,0.76291,0.5456,1.39873,0.90886,0.96515,0.93118,0.65819,0.9632,0.96774,0.98609,0.87162,1.18465,0.61732,0.66955,2.16895,0.0003962,0.0003962,0.0003962
245,2210.69,0.74444,0.67597,0.53449,1.36132,0.96612,0.96774,0.95375,0.69117,0.99854,1,0.995,0.90818,1.0946,0.5443,0.57077,2.10168,0.0003896,0.0003896,0.0003896
246,2219.69,0.76535,0.72261,0.55744,1.38394,0.96546,0.96774,0.96593,0.69429,0.9977,1,0.995,0.90703,1.07798,0.53003,0.58987,2.11516,0.000383,0.000383,0.000383
247,2228.68,0.741,0.68217,0.51514,1.37116,0.96197,0.96774,0.96605,0.7047,0.99404,1,0.995,0.90606,1.06772,0.59856,0.63422,2.12734,0.0003764,0.0003764,0.0003764
248,2237.74,0.74029,0.69025,0.52993,1.35331,0.96126,0.96774,0.96812,0.65745,0.98891,1,0.995,0.90522,1.20115,0.69132,0.69169,2.19321,0.0003698,0.0003698,0.0003698
249,2246.8,0.75994,0.71329,0.55223,1.38522,0.95906,0.96774,0.96664,0.72297,0.99103,1,0.995,0.9061,1.01046,0.76825,0.66404,2.08059,0.0003632,0.0003632,0.0003632
250,2255.87,0.74525,0.6858,0.51649,1.35628,0.93358,0.96774,0.96392,0.72642,0.9647,1,0.99406,0.90543,1.03548,0.69056,0.64179,2.0887,0.0003566,0.0003566,0.0003566
251,2264.94,0.75301,0.6408,0.5395,1.37642,0.96678,0.96774,0.96066,0.65174,0.9991,1,0.995,0.89571,1.21371,0.60081,0.66944,2.19846,0.00035,0.00035,0.00035
252,2273.99,0.716,0.64487,0.50715,1.34915,1,0.95469,0.96936,0.69175,0.99131,1,0.995,0.88989,1.04119,0.73856,0.66396,2.07741,0.0003434,0.0003434,0.0003434
253,2283.07,0.7256,0.68078,0.5193,1.37301,0.95894,0.96774,0.96868,0.69957,0.99117,1,0.995,0.90835,1.04971,0.77452,0.69299,2.10208,0.0003368,0.0003368,0.0003368
254,2292.15,0.74147,0.66619,0.5201,1.37017,0.96368,0.96774,0.94703,0.68768,0.99581,1,0.995,0.88107,1.17682,0.63633,0.61468,2.24151,0.0003302,0.0003302,0.0003302
255,2301.22,0.70629,0.66308,0.50103,1.34744,0.96257,0.96774,0.95441,0.65838,0.9948,1,0.995,0.88863,1.26416,0.63879,0.66408,2.26915,0.0003236,0.0003236,0.0003236
256,2310.31,0.78196,0.66036,0.54,1.39508,0.96505,0.96774,0.96438,0.69453,0.99729,1,0.995,0.91197,1.10663,0.61293,0.70754,2.09302,0.000317,0.000317,0.000317
257,2319.24,0.73002,0.72238,0.53133,1.37139,0.96581,0.96774,0.96817,0.70129,0.99817,1,0.995,0.90883,1.04078,0.63975,0.69311,2.04809,0.0003104,0.0003104,0.0003104
258,2328.21,0.72966,0.6647,0.49694,1.36357,1,0.95905,0.96936,0.72059,0.99598,1,0.995,0.92388,1.01893,0.65517,0.70443,2.05328,0.0003038,0.0003038,0.0003038
259,2337.18,0.73925,0.66134,0.53511,1.34169,1,0.95423,0.96896,0.70994,0.99385,1,0.995,0.91252,1.03595,0.73756,0.68737,2.06334,0.0002972,0.0002972,0.0002972
260,2346.3,0.72505,0.67186,0.52015,1.35158,0.96763,0.96448,0.96657,0.70849,1,0.99663,0.995,0.89196,0.99912,0.85928,0.6895,2.05315,0.0002906,0.0002906,0.0002906
261,2355.24,0.72489,0.72302,0.50979,1.34588,0.93729,0.9644,0.96659,0.71714,0.93729,0.9644,0.96659,0.8932,0.95628,0.82895,0.66685,2.03111,0.000284,0.000284,0.000284
262,2364.23,0.7061,0.62069,0.49453,1.35172,0.9677,0.96639,0.96723,0.72674,1,0.99854,0.995,0.90651,1.03721,0.61771,0.61984,2.04673,0.0002774,0.0002774,0.0002774
263,2373.19,0.68948,0.66324,0.48798,1.31289,0.96567,0.96774,0.96465,0.71761,0.99806,1,0.995,0.90717,1.05021,0.58245,0.61983,2.03269,0.0002708,0.0002708,0.0002708
264,2382.18,0.73695,0.65255,0.5282,1.39512,0.96761,0.96374,0.96843,0.72006,1,0.99586,0.995,0.90166,1.05316,0.67094,0.6838,2.05718,0.0002642,0.0002642,0.0002642
265,2391.14,0.6958,0.7221,0.48995,1.33327,1,0.93218,0.9677,0.72681,1,0.93218,0.9677,0.90005,1.01234,0.81279,0.67291,2.03847,0.0002576,0.0002576,0.0002576
